15
300 5000
186 205 1
235 6 2
235 6 2
26 204 2
26 204 2
12 183 3
12 183 1
138 153 1
138 153 1
241 114 2
241 114 2
120 122 2
120 122 2
82 66 1
82 66 2
124 221 3
124 221 2
236 50 3
236 50 2
116 71 2
116 71 2
103 32 1
103 32 2
168 234 2
168 234 1
12 239 1
12 239 1
220 234 3
220 234 1
188 79 3
188 79 2
171 119 3
171 119 2
166 102 2
166 102 1
90 29 3
90 29 1
111 236 2
111 236 2
155 89 3
155 89 1
242 51 2
242 51 2
6 151 3
6 151 2
175 2 2
175 2 1
69 55 1
69 55 1
59 129 3
59 129 1
193 72 2
193 72 2
107 138 2
107 138 1
4 1 1
4 1 2
177 180 3
177 180 2
114 207 2
114 207 1
115 179 3
115 179 1
211 116 2
211 116 1
87 247 2
87 247 1
249 226 2
249 226 1
171 178 3
171 178 2
159 131 3
159 131 2
31 16 2
31 16 2
239 251 2
239 251 1
245 143 2
245 143 2
218 129 3
218 129 2
199 11 3
199 11 2
123 79 2
123 79 1
105 249 3
105 249 2
128 146 2
128 146 2
216 215 3
216 215 1
152 106 3
152 106 2
52 45 2
52 45 1
190 139 1
190 139 1
146 164 3
146 164 2
28 185 1
28 185 2
240 87 3
240 87 1
140 12 3
140 12 1
41 123 1
41 123 2
97 40 3
97 40 1
193 220 2
193 220 1
101 251 3
101 251 2
142 181 1
142 181 2
71 168 1
71 168 1
106 2 3
106 2 2
27 162 1
27 162 2
121 69 3
121 69 1
241 62 3
241 62 1
122 182 2
122 182 2
188 45 3
188 45 2
203 61 3
203 61 2
214 5 3
214 5 2
53 106 3
53 106 2
43 81 3
43 81 1
118 176 2
118 176 1
116 26 3
116 26 2
116 96 1
116 96 1
230 71 2
230 71 2
77 180 1
77 180 1
31 12 1
31 12 1
32 208 1
32 208 2
150 222 1
150 222 2
93 91 2
93 91 2
114 28 1
114 28 1
25 40 2
25 40 2
22 127 3
22 127 1
234 200 3
234 200 1
186 143 1
186 143 2
18 91 1
18 91 1
236 203 2
236 203 2
170 82 2
170 82 2
33 98 3
33 98 2
44 100 3
44 100 1
218 189 3
218 189 2
234 241 3
234 241 2
233 54 2
233 54 1
113 12 2
113 12 2
131 5 1
131 5 1
92 100 3
92 100 2
188 212 3
188 212 2
202 152 3
202 152 1
171 43 2
171 43 2
220 179 3
220 179 1
175 132 2
175 132 1
15 237 2
15 237 1
227 184 3
227 184 2
148 228 3
148 228 1
179 66 3
179 66 1
199 84 1
199 84 1
68 175 3
68 175 2
102 26 2
102 26 1
170 87 2
170 87 1
232 15 2
232 15 1
89 100 2
89 100 2
129 84 3
129 84 1
74 64 2
74 64 2
104 151 2
104 151 1
209 162 1
209 162 2
105 155 1
105 155 1
37 111 1
37 111 1
106 56 1
106 56 1
75 203 1
75 203 2
85 70 3
85 70 2
2 87 3
2 87 2
34 145 1
34 145 2
148 205 1
148 205 2
56 173 3
56 173 2
218 123 3
218 123 1
236 42 1
236 42 1
18 157 1
18 157 2
226 156 2
226 156 2
62 59 3
62 59 1
51 41 1
51 41 2
247 46 1
247 46 2
77 166 1
77 166 1
100 175 2
100 175 1
182 195 1
182 195 2
134 155 3
134 155 1
229 44 1
229 44 1
163 236 3
163 236 1
82 250 2
82 250 2
148 17 2
148 17 1
74 234 3
74 234 1
173 86 1
173 86 2
100 21 2
100 21 2
135 221 2
135 221 2
144 181 3
144 181 1
25 130 2
25 130 2
146 222 2
146 222 1
32 112 2
32 112 2
84 193 1
84 193 2
67 161 2
67 161 1
248 147 2
248 147 2
6 56 2
6 56 2
78 244 1
78 244 1
107 53 2
107 53 1
172 251 2
172 251 1
75 190 2
75 190 2
87 186 2
87 186 1
49 145 3
49 145 2
38 12 3
38 12 1
154 100 3
154 100 2
198 48 2
198 48 1
18 126 2
18 126 2
189 3 3
189 3 1
93 161 2
93 161 1
168 169 2
168 169 1
166 204 2
166 204 1
40 188 3
40 188 1
159 177 2
159 177 1
1 212 3
1 212 2
149 165 2
149 165 1
166 230 1
166 230 2
152 120 1
152 120 2
166 242 1
166 242 2
7 20 3
7 20 2
10 96 1
10 96 2
67 222 2
67 222 1
106 73 2
106 73 2
192 4 1
192 4 2
178 218 2
178 218 2
84 61 3
84 61 2
114 201 1
114 201 2
113 108 2
113 108 1
30 94 3
30 94 1
210 232 2
210 232 2
212 128 3
212 128 1
161 91 1
161 91 1
123 102 3
123 102 1
249 45 3
249 45 2
212 142 3
212 142 1
186 176 3
186 176 2
69 122 1
69 122 2
111 234 2
111 234 1
148 24 2
148 24 2
33 224 3
33 224 1
142 164 1
142 164 2
216 204 1
216 204 1
110 83 2
110 83 2
88 37 1
88 37 2
222 81 1
222 81 1
119 199 1
119 199 2
119 127 3
119 127 2
230 211 2
230 211 1
250 49 2
250 49 2
225 41 3
225 41 2
59 106 1
59 106 2
169 83 2
169 83 2
44 189 1
44 189 2
83 209 1
83 209 2
189 182 1
189 182 1
112 16 2
112 16 2
18 50 2
18 50 2
230 38 1
230 38 1
20 156 3
20 156 2
86 206 2
86 206 2
122 124 1
122 124 1
164 233 2
164 233 1
125 186 1
125 186 1
177 216 2
177 216 1
159 112 3
159 112 1
233 42 2
233 42 2
195 107 3
195 107 2
17 130 2
17 130 1
63 76 1
63 76 1
244 76 1
244 76 1
173 67 3
173 67 2
222 94 2
222 94 2
32 202 3
32 202 1
46 208 1
46 208 2
180 9 3
180 9 2
67 227 1
67 227 1
74 23 2
74 23 1
25 119 1
25 119 1
139 204 1
139 204 2
137 174 1
137 174 2
47 149 2
47 149 1
197 163 2
197 163 1
60 232 3
60 232 1
217 166 1
217 166 2
146 92 2
146 92 1
71 220 1
71 220 2
191 36 3
191 36 1
208 37 3
208 37 2
31 240 1
31 240 2
21 108 1
21 108 2
174 219 1
174 219 1
204 77 1
204 77 2
232 14 1
232 14 2
173 60 3
173 60 2
98 147 2
98 147 1
90 131 1
90 131 1
229 45 1
229 45 2
217 48 3
217 48 1
79 189 1
79 189 1
14 15 1
14 15 2
95 174 1
95 174 2
105 152 1
105 152 1
76 123 2
76 123 2
95 236 2
95 236 1
60 180 3
60 180 1
130 70 3
130 70 2
251 90 1
251 90 2
46 176 3
46 176 1
190 168 3
190 168 1
92 184 1
92 184 1
82 150 2
82 150 2
51 218 1
51 218 1
112 164 1
112 164 2
127 198 2
127 198 2
242 59 3
242 59 2
187 50 3
187 50 2
179 92 3
179 92 1
205 217 1
205 217 2
179 162 2
179 162 1
22 150 1
22 150 1
4 116 1
4 116 2
56 145 2
56 145 1
135 27 1
135 27 1
6 130 2
6 130 1
214 87 1
214 87 2
208 92 2
208 92 1
55 168 3
55 168 1
42 52 3
42 52 1
24 174 2
24 174 2
121 1 1
121 1 1
109 18 3
109 18 1
198 224 1
198 224 1
144 72 2
144 72 1
121 197 2
121 197 1
160 26 1
160 26 1
151 226 1
151 226 1
115 46 3
115 46 1
174 85 1
174 85 1
124 167 3
124 167 1
234 71 1
234 71 2
184 39 3
184 39 1
213 35 3
213 35 2
73 235 2
73 235 2
142 41 2
142 41 2
153 185 1
153 185 2
69 203 3
69 203 1
108 124 3
108 124 2
8 19 3
8 19 1
221 146 1
221 146 2
93 121 3
93 121 2
114 18 3
114 18 2
42 178 3
42 178 2
26 125 2
26 125 2
96 234 1
96 234 1
49 72 3
49 72 2
89 7 3
89 7 1
83 248 1
83 248 1
57 12 1
57 12 2
176 129 2
176 129 2
156 79 1
156 79 2
244 83 3
244 83 1
202 216 1
202 216 1
83 47 3
83 47 1
197 178 2
197 178 2
132 56 1
132 56 2
225 251 2
225 251 2
115 164 1
115 164 2
176 129 3
176 129 1
205 78 1
205 78 2
111 216 3
111 216 1
184 79 2
184 79 2
1 35 2
1 35 2
97 147 2
97 147 2
116 115 3
116 115 1
25 190 2
25 190 1
141 237 2
141 237 1
195 11 2
195 11 2
202 114 2
202 114 1
70 232 3
70 232 1
234 46 2
234 46 1
24 138 3
24 138 1
142 10 3
142 10 2
197 220 2
197 220 2
180 32 3
180 32 1
204 49 3
204 49 1
187 42 2
187 42 2
163 36 2
163 36 2
28 183 3
28 183 2
64 89 1
64 89 1
59 50 1
59 50 1
199 207 1
199 207 2
122 131 2
122 131 2
249 206 2
249 206 2
234 36 3
234 36 1
90 187 2
90 187 1
8 102 1
8 102 1
125 249 2
125 249 2
65 240 1
65 240 1
80 5 2
80 5 1
97 180 1
97 180 1
81 68 3
81 68 1
14 208 3
14 208 1
126 41 3
126 41 1
166 205 1
166 205 2
26 176 3
26 176 1
137 112 2
137 112 2
120 49 1
120 49 2
76 88 2
76 88 1
117 207 3
117 207 2
10 177 2
10 177 2
210 237 3
210 237 1
241 235 3
241 235 2
42 153 2
42 153 1
235 212 3
235 212 2
39 235 3
39 235 2
10 54 2
10 54 2
221 240 3
221 240 1
125 126 1
125 126 2
146 121 2
146 121 2
18 106 1
18 106 2
76 178 2
76 178 1
190 238 1
190 238 1
85 56 2
85 56 2
224 67 3
224 67 2
155 78 2
155 78 2
43 139 1
43 139 1
219 208 2
219 208 2
90 241 3
90 241 2
194 238 1
194 238 2
101 183 1
101 183 1
55 135 3
55 135 2
54 129 1
54 129 2
213 112 1
213 112 2
76 23 3
76 23 2
225 62 1
225 62 1
211 182 1
211 182 1
130 90 3
130 90 1
22 248 1
22 248 2
199 201 3
199 201 2
199 63 2
199 63 1
60 3 1
60 3 2
56 181 2
56 181 2
196 39 1
196 39 2
36 6 1
36 6 1
15 108 3
15 108 2
211 196 3
211 196 1
4 17 3
4 17 2
154 44 3
154 44 2
47 222 2
47 222 2
33 203 3
33 203 1
82 87 1
82 87 2
101 5 3
101 5 1
205 243 2
205 243 1
203 209 1
203 209 1
57 94 3
57 94 1
105 13 1
105 13 1
26 182 1
26 182 1
105 195 2
105 195 1
191 221 2
191 221 1
135 56 1
135 56 2
91 58 2
91 58 1
149 216 2
149 216 1
206 82 2
206 82 2
40 49 3
40 49 1
28 66 2
28 66 2
8 79 2
8 79 1
101 196 2
101 196 2
113 191 1
113 191 2
169 235 1
169 235 1
70 164 2
70 164 2
48 249 1
48 249 1
29 69 3
29 69 1
119 139 3
119 139 2
117 150 3
117 150 1
58 170 2
58 170 2
186 54 3
186 54 1
226 209 3
226 209 2
96 29 3
96 29 2
149 124 1
149 124 1
144 162 3
144 162 1
125 12 2
125 12 2
117 132 3
117 132 2
76 130 3
76 130 1
37 110 2
37 110 1
133 32 2
133 32 1
109 116 3
109 116 1
221 87 1
221 87 1
70 193 1
70 193 2
126 236 1
126 236 2
28 248 3
28 248 2
32 79 2
32 79 2
45 13 1
45 13 2
130 36 3
130 36 1
192 152 3
192 152 2
179 105 1
179 105 1
235 166 3
235 166 1
200 177 3
200 177 1
33 203 1
33 203 1
39 90 2
39 90 1
111 204 2
111 204 1
114 146 3
114 146 1
233 195 1
233 195 1
203 29 1
203 29 1
36 162 3
36 162 2
212 50 2
212 50 1
36 193 3
36 193 1
35 30 2
35 30 2
154 91 2
154 91 2
206 79 2
206 79 1
234 150 3
234 150 2
128 190 3
128 190 1
129 168 3
129 168 1
216 59 2
216 59 2
49 243 3
49 243 1
44 122 3
44 122 1
200 203 1
200 203 1
184 146 2
184 146 1
238 80 1
238 80 1
66 120 3
66 120 2
150 168 2
150 168 2
144 247 3
144 247 1
137 33 3
137 33 2
226 112 1
226 112 2
216 109 3
216 109 1
38 103 1
38 103 2
247 116 1
247 116 2
22 20 1
22 20 2
201 243 3
201 243 1
96 219 2
96 219 1
248 21 3
248 21 1
76 227 3
76 227 1
25 146 2
25 146 2
140 113 1
140 113 2
246 17 1
246 17 2
71 47 1
71 47 2
195 54 3
195 54 2
203 61 1
203 61 1
216 234 2
216 234 1
18 178 3
18 178 1
108 119 1
108 119 1
135 133 2
135 133 1
87 159 1
87 159 1
20 238 2
20 238 1
49 233 1
49 233 2
26 147 3
26 147 1
149 209 3
149 209 1
239 62 2
239 62 2
43 126 3
43 126 1
129 130 2
129 130 1
20 143 2
20 143 1
177 75 3
177 75 1
6 226 3
6 226 2
175 178 3
175 178 1
137 6 2
137 6 2
32 103 3
32 103 2
167 80 2
167 80 2
169 246 3
169 246 2
163 170 2
163 170 1
249 94 1
249 94 1
24 37 2
24 37 2
112 240 1
112 240 2
9 45 2
9 45 2
154 37 1
154 37 2
23 82 3
23 82 1
189 217 3
189 217 2
159 63 1
159 63 2
77 199 3
77 199 2
192 76 3
192 76 1
152 18 1
152 18 2
80 170 3
80 170 2
47 164 3
47 164 2
197 179 1
197 179 2
189 227 2
189 227 1
209 47 2
209 47 1
227 195 1
227 195 1
55 48 1
55 48 1
105 131 1
105 131 1
112 240 1
112 240 1
75 186 3
75 186 1
200 244 3
200 244 2
66 242 1
66 242 1
213 98 3
213 98 1
48 138 2
48 138 1
23 203 2
23 203 1
51 128 2
51 128 2
34 139 3
34 139 1
159 49 3
159 49 1
33 251 1
33 251 2
240 131 3
240 131 1
199 34 3
199 34 1
152 244 2
152 244 1
87 78 3
87 78 1
212 22 2
212 22 2
116 215 2
116 215 1
58 246 3
58 246 1
221 74 3
221 74 1
77 233 3
77 233 1
73 124 3
73 124 2
194 40 1
194 40 1
12 75 2
12 75 1
50 113 1
50 113 1
190 41 1
190 41 1
232 127 1
232 127 2
105 205 3
105 205 2
245 170 3
245 170 2
139 14 2
139 14 2
145 88 1
145 88 1
9 156 1
9 156 1
52 113 1
52 113 2
172 183 3
172 183 2
79 135 2
79 135 2
62 176 3
62 176 2
229 242 2
229 242 2
173 148 1
173 148 1
96 187 1
96 187 1
185 34 3
185 34 2
110 55 1
110 55 2
138 190 3
138 190 2
155 61 2
155 61 2
185 214 3
185 214 1
240 232 2
240 232 2
246 36 1
246 36 1
249 148 3
249 148 1
42 252 3
42 252 2
6 228 2
6 228 1
169 215 2
169 215 1
121 48 3
121 48 1
114 132 2
114 132 2
48 100 1
48 100 2
154 97 1
154 97 1
16 136 1
16 136 1
205 45 3
205 45 1
190 6 1
190 6 2
98 181 3
98 181 1
238 195 2
238 195 1
140 67 1
140 67 1
4 52 1
4 52 1
197 167 2
197 167 1
73 84 3
73 84 2
17 225 2
17 225 1
206 122 3
206 122 2
40 57 3
40 57 1
30 5 1
30 5 2
54 189 2
54 189 2
24 123 3
24 123 2
35 62 2
35 62 1
184 150 3
184 150 2
166 220 3
166 220 1
89 197 2
89 197 2
209 110 1
209 110 1
175 120 1
175 120 1
229 203 2
229 203 2
126 130 1
126 130 1
64 107 1
64 107 2
245 181 3
245 181 1
194 75 2
194 75 1
187 182 1
187 182 1
169 4 1
169 4 2
235 234 1
235 234 2
164 169 1
164 169 2
93 30 3
93 30 1
152 16 1
152 16 2
195 115 1
195 115 1
144 136 1
144 136 2
232 176 1
232 176 1
88 142 2
88 142 1
177 38 1
177 38 1
81 91 2
81 91 1
129 2 3
129 2 1
166 18 1
166 18 2
152 51 1
152 51 2
251 199 1
251 199 1
227 200 1
227 200 2
99 163 3
99 163 1
66 146 2
66 146 1
25 185 3
25 185 2
237 78 2
237 78 2
150 125 2
150 125 1
50 175 1
50 175 2
3 199 3
3 199 1
7 29 2
7 29 1
155 77 1
155 77 1
62 8 2
62 8 2
199 47 2
199 47 1
167 113 2
167 113 1
227 147 2
227 147 1
147 30 3
147 30 2
115 150 2
115 150 1
15 178 2
15 178 2
71 140 1
71 140 1
177 234 1
177 234 2
148 8 1
148 8 2
21 3 2
21 3 1
151 155 3
151 155 2
231 87 2
231 87 2
41 84 2
41 84 1
209 200 1
209 200 1
54 81 1
54 81 2
20 94 1
20 94 1
15 20 1
15 20 1
111 7 3
111 7 1
41 112 1
41 112 2
219 142 3
219 142 2
79 49 1
79 49 2
62 44 2
62 44 2
198 134 2
198 134 2
197 181 2
197 181 1
24 209 2
24 209 2
167 216 1
167 216 1
248 112 3
248 112 2
240 16 2
240 16 2
152 123 2
152 123 1
223 148 1
223 148 1
152 59 1
152 59 1
41 74 2
41 74 1
22 217 2
22 217 1
43 192 1
43 192 1
35 128 3
35 128 1
17 108 2
17 108 1
29 27 1
29 27 2
112 58 2
112 58 2
215 113 3
215 113 2
70 133 1
70 133 1
66 12 1
66 12 1
68 213 2
68 213 2
106 9 2
106 9 1
125 193 3
125 193 1
98 152 3
98 152 2
166 54 1
166 54 2
151 53 3
151 53 2
143 40 2
143 40 1
218 99 3
218 99 1
85 142 1
85 142 2
192 237 3
192 237 2
60 114 1
60 114 2
247 110 2
247 110 1
67 233 1
67 233 2
163 197 3
163 197 2
10 84 1
10 84 1
145 127 2
145 127 2
214 17 1
214 17 1
85 152 2
85 152 1
210 117 1
210 117 2
12 40 3
12 40 2
187 166 1
187 166 2
32 45 1
32 45 2
76 78 2
76 78 1
94 48 1
94 48 1
59 110 1
59 110 2
94 243 2
94 243 1
209 84 3
209 84 1
208 219 2
208 219 2
243 223 1
243 223 2
141 201 2
141 201 1
123 28 2
123 28 1
81 105 2
81 105 1
135 62 3
135 62 1
45 114 3
45 114 2
48 166 3
48 166 2
242 38 1
242 38 2
220 101 1
220 101 2
215 60 1
215 60 1
55 57 2
55 57 2
109 188 3
109 188 1
155 183 2
155 183 1
248 47 3
248 47 1
97 70 3
97 70 1
123 12 1
123 12 2
53 128 3
53 128 1
78 233 1
78 233 2
124 55 3
124 55 2
115 132 1
115 132 1
245 233 3
245 233 2
105 125 2
105 125 2
61 209 2
61 209 1
125 202 2
125 202 1
220 10 1
220 10 1
89 191 1
89 191 1
212 148 2
212 148 2
233 30 1
233 30 2
110 100 1
110 100 1
192 218 3
192 218 1
202 154 1
202 154 1
10 20 2
10 20 1
185 6 1
185 6 1
68 113 1
68 113 1
65 110 1
65 110 1
233 215 2
233 215 2
211 77 1
211 77 1
113 9 3
113 9 2
63 75 3
63 75 1
122 21 3
122 21 2
8 97 2
8 97 1
117 156 1
117 156 1
172 108 1
172 108 1
184 161 2
184 161 2
55 96 2
55 96 1
227 127 3
227 127 1
33 25 1
33 25 1
252 139 2
252 139 2
229 133 2
229 133 1
118 22 3
118 22 2
56 60 2
56 60 2
138 16 1
138 16 1
16 184 1
16 184 1
189 224 2
189 224 1
124 83 3
124 83 1
236 206 1
236 206 2
87 178 3
87 178 2
244 232 2
244 232 1
69 134 2
69 134 1
201 73 1
201 73 2
89 204 2
89 204 1
164 201 1
164 201 2
142 131 1
142 131 2
132 142 1
132 142 2
71 232 1
71 232 2
25 167 2
25 167 1
171 45 2
171 45 1
117 141 2
117 141 2
17 15 1
17 15 2
106 226 2
106 226 1
245 89 3
245 89 2
109 58 2
109 58 1
93 160 2
93 160 1
40 177 1
40 177 1
117 59 3
117 59 1
247 136 1
247 136 1
102 106 3
102 106 2
214 208 2
214 208 2
235 187 1
235 187 2
15 88 3
15 88 1
68 170 1
68 170 2
121 149 3
121 149 1
91 52 2
91 52 2
26 229 1
26 229 1
194 117 2
194 117 1
72 99 1
72 99 2
87 5 2
87 5 1
149 183 2
149 183 2
187 137 1
187 137 2
235 39 2
235 39 1
204 166 3
204 166 1
39 153 1
39 153 2
59 218 2
59 218 2
61 227 3
61 227 2
198 78 1
198 78 2
49 136 1
49 136 1
246 106 3
246 106 2
198 33 1
198 33 2
102 54 3
102 54 1
14 68 2
14 68 1
42 224 2
42 224 2
220 248 3
220 248 1
124 84 1
124 84 2
46 128 1
46 128 2
181 112 1
181 112 1
54 44 2
54 44 2
15 18 1
15 18 2
90 216 2
90 216 2
26 143 3
26 143 1
97 114 3
97 114 1
198 59 3
198 59 2
84 128 1
84 128 1
170 228 2
170 228 2
10 146 2
10 146 2
235 211 2
235 211 2
118 107 1
118 107 1
104 210 2
104 210 2
135 104 1
135 104 1
74 172 1
74 172 1
191 12 3
191 12 1
100 205 3
100 205 1
62 164 2
62 164 1
114 58 1
114 58 2
45 195 2
45 195 1
152 30 3
152 30 2
72 238 3
72 238 1
164 141 1
164 141 1
162 56 3
162 56 1
84 22 2
84 22 1
63 146 3
63 146 1
138 103 1
138 103 2
2 18 2
2 18 1
93 233 2
93 233 2
75 76 2
75 76 2
166 137 3
166 137 2
65 178 1
65 178 2
21 1 1
21 1 2
177 119 1
177 119 2
106 161 2
106 161 1
152 229 3
152 229 2
56 218 3
56 218 1
232 43 1
232 43 1
154 210 3
154 210 1
106 190 2
106 190 1
185 199 1
185 199 1
179 132 2
179 132 2
23 104 3
23 104 2
31 189 1
31 189 2
142 148 2
142 148 2
231 44 2
231 44 2
31 83 3
31 83 2
93 228 2
93 228 1
87 26 3
87 26 2
156 24 2
156 24 1
40 54 3
40 54 2
251 199 2
251 199 2
204 99 1
204 99 1
108 80 3
108 80 1
93 27 3
93 27 1
163 80 1
163 80 2
66 158 3
66 158 1
196 227 3
196 227 1
5 59 3
5 59 1
108 77 2
108 77 2
236 91 2
236 91 2
170 117 2
170 117 1
59 176 3
59 176 1
240 123 1
240 123 1
5 222 1
5 222 2
130 58 1
130 58 2
143 127 1
143 127 2
133 155 2
133 155 1
10 50 3
10 50 1
149 228 2
149 228 2
207 60 3
207 60 1
141 153 2
141 153 1
17 2 2
17 2 2
168 198 2
168 198 1
169 23 2
169 23 2
165 210 2
165 210 1
196 88 1
196 88 1
65 52 3
65 52 2
158 2 2
158 2 2
23 122 2
23 122 1
189 10 3
189 10 1
73 213 1
73 213 2
98 175 3
98 175 1
163 83 3
163 83 1
183 38 2
183 38 2
60 228 2
60 228 1
63 239 3
63 239 1
131 56 1
131 56 2
50 82 1
50 82 1
251 71 3
251 71 2
146 192 1
146 192 2
51 106 1
51 106 2
27 69 1
27 69 1
143 22 1
143 22 1
75 122 2
75 122 1
38 132 3
38 132 1
130 61 3
130 61 2
27 185 2
27 185 2
8 153 3
8 153 1
26 30 1
26 30 2
46 200 1
46 200 1
163 120 3
163 120 1
15 40 2
15 40 2
158 117 2
158 117 2
229 17 2
229 17 2
161 37 3
161 37 1
48 138 2
48 138 2
99 88 3
99 88 1
29 44 2
29 44 2
111 175 2
111 175 1
154 31 1
154 31 1
97 92 2
97 92 2
36 185 3
36 185 2
200 70 2
200 70 1
68 241 1
68 241 2
109 140 1
109 140 2
244 209 1
244 209 1
74 188 1
74 188 1
29 128 2
29 128 2
174 100 1
174 100 2
198 174 3
198 174 1
89 60 3
89 60 2
120 83 2
120 83 2
52 220 3
52 220 2
202 68 1
202 68 2
178 10 1
178 10 2
205 78 1
205 78 1
57 193 2
57 193 1
243 105 1
243 105 2
216 237 1
216 237 2
66 34 1
66 34 2
129 198 2
129 198 1
130 224 3
130 224 1
174 185 2
174 185 1
194 41 2
194 41 2
245 242 2
245 242 2
163 94 1
163 94 1
238 136 1
238 136 2
131 249 3
131 249 1
211 111 3
211 111 1
174 115 3
174 115 2
118 191 1
118 191 2
134 143 1
134 143 2
229 112 1
229 112 1
174 93 1
174 93 1
178 188 3
178 188 2
204 6 2
204 6 1
18 47 1
18 47 2
224 220 3
224 220 2
120 15 3
120 15 2
138 112 2
138 112 1
13 46 3
13 46 2
87 244 1
87 244 1
34 141 3
34 141 2
217 33 2
217 33 1
154 32 2
154 32 1
19 162 1
19 162 1
162 240 3
162 240 1
118 23 1
118 23 2
7 16 1
7 16 1
239 68 1
239 68 2
121 18 2
121 18 2
152 35 1
152 35 1
1 220 3
1 220 2
225 192 2
225 192 2
72 186 1
72 186 2
40 9 3
40 9 2
249 189 2
249 189 1
183 11 1
183 11 1
236 196 2
236 196 2
189 59 1
189 59 2
209 115 2
209 115 1
212 235 1
212 235 2
166 134 2
166 134 1
72 156 3
72 156 2
42 14 3
42 14 2
127 49 3
127 49 1
7 89 3
7 89 2
46 29 1
46 29 1
73 140 1
73 140 1
184 128 3
184 128 2
22 149 1
22 149 2
134 74 2
134 74 2
205 104 1
205 104 1
233 44 2
233 44 1
107 29 1
107 29 2
232 176 3
232 176 1
62 15 2
62 15 2
250 132 3
250 132 1
113 202 2
113 202 2
251 110 2
251 110 1
45 10 2
45 10 2
139 65 3
139 65 1
43 142 3
43 142 2
243 137 3
243 137 2
237 176 1
237 176 1
197 170 3
197 170 1
159 88 2
159 88 2
64 149 2
64 149 1
90 240 3
90 240 2
92 74 1
92 74 2
177 122 1
177 122 1
157 167 1
157 167 2
125 54 3
125 54 1
11 4 3
11 4 1
34 239 2
34 239 2
48 60 1
48 60 2
63 164 2
63 164 1
100 65 3
100 65 2
202 101 3
202 101 1
26 27 1
26 27 1
96 231 2
96 231 2
239 180 3
239 180 1
32 35 2
32 35 1
85 221 3
85 221 2
40 97 2
40 97 1
184 89 1
184 89 2
199 2 3
199 2 2
77 62 3
77 62 2
97 178 3
97 178 1
179 204 2
179 204 2
17 117 1
17 117 1
106 124 1
106 124 1
32 182 3
32 182 1
243 40 3
243 40 2
70 98 2
70 98 2
190 85 2
190 85 2
188 203 3
188 203 1
78 246 1
78 246 1
65 215 2
65 215 1
90 228 3
90 228 2
230 105 2
230 105 1
182 186 3
182 186 1
245 193 3
245 193 2
53 121 3
53 121 2
129 238 2
129 238 2
210 150 2
210 150 2
67 62 1
67 62 1
67 174 2
67 174 2
23 192 2
23 192 2
1 18 2
1 18 2
137 252 1
137 252 2
85 183 2
85 183 1
161 66 1
161 66 1
232 136 3
232 136 1
241 149 3
241 149 2
42 130 1
42 130 2
85 66 2
85 66 2
46 70 3
46 70 2
121 77 3
121 77 2
152 21 1
152 21 1
54 148 2
54 148 2
232 4 1
232 4 1
13 158 1
13 158 2
76 138 2
76 138 1
29 52 3
29 52 2
52 16 3
52 16 2
57 111 2
57 111 1
201 248 2
201 248 1
84 126 2
84 126 2
65 32 1
65 32 2
11 152 2
11 152 2
108 1 3
108 1 1
26 25 2
26 25 1
186 224 3
186 224 2
21 149 1
21 149 2
230 113 2
230 113 2
227 11 3
227 11 1
228 189 3
228 189 2
220 67 2
220 67 1
137 243 1
137 243 2
233 2 2
233 2 1
27 192 1
27 192 1
100 46 2
100 46 2
100 5 1
100 5 1
7 131 3
7 131 2
199 202 3
199 202 1
232 161 1
232 161 2
163 220 2
163 220 2
37 231 3
37 231 2
188 223 2
188 223 2
137 39 1
137 39 2
50 130 3
50 130 1
192 201 2
192 201 1
189 125 3
189 125 2
168 136 3
168 136 2
224 115 1
224 115 2
207 197 1
207 197 1
155 247 2
155 247 2
227 183 1
227 183 2
251 205 2
251 205 1
139 154 1
139 154 1
246 15 3
246 15 1
107 211 3
107 211 2
32 15 3
32 15 2
103 168 1
103 168 2
77 34 2
77 34 1
197 77 2
197 77 1
24 181 2
24 181 2
133 236 1
133 236 2
43 230 3
43 230 2
150 85 3
150 85 2
133 221 2
133 221 1
177 215 2
177 215 2
80 215 1
80 215 1
25 48 1
25 48 2
170 190 3
170 190 1
184 65 1
184 65 1
1 111 1
1 111 2
233 81 2
233 81 1
246 212 1
246 212 1
7 108 2
7 108 2
114 14 1
114 14 1
64 240 1
64 240 2
111 97 3
111 97 1
162 230 1
162 230 2
99 129 3
99 129 2
146 4 3
146 4 1
96 111 1
96 111 2
157 175 2
157 175 2
214 238 1
214 238 2
171 58 1
171 58 2
154 114 3
154 114 1
82 49 3
82 49 2
139 15 2
139 15 2
44 59 3
44 59 2
210 116 3
210 116 2
234 251 1
234 251 1
141 219 3
141 219 2
80 162 1
80 162 1
59 192 2
59 192 2
194 54 1
194 54 2
52 56 3
52 56 1
149 155 3
149 155 1
165 240 2
165 240 2
203 79 2
203 79 2
173 73 2
173 73 2
11 125 3
11 125 2
89 126 2
89 126 2
57 85 3
57 85 1
115 161 1
115 161 2
2 46 3
2 46 2
207 56 1
207 56 2
174 244 1
174 244 1
183 112 3
183 112 1
45 250 1
45 250 1
54 244 3
54 244 2
110 174 2
110 174 2
107 228 3
107 228 1
163 198 2
163 198 1
84 110 2
84 110 1
203 166 3
203 166 1
143 99 2
143 99 2
60 172 2
60 172 1
89 52 1
89 52 1
14 164 2
14 164 2
55 65 1
55 65 1
174 222 1
174 222 1
191 195 3
191 195 1
239 103 2
